query_id	query_length	subject_id	subject_title	subject_length	align_length	identities	pct_identity	query_coverage	subject_coverage	evalue	bitscore
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	67	67	100.0	71.28	0.1	1.63643e-24	124.846
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	67	67	100.0	71.28	0.1	1.63643e-24	124.846
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	67	67	100.0	71.28	0.1	1.63643e-24	124.846
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	67	67	100.0	71.28	0.1	1.63643e-24	124.846
Base_seq_20	94	gi|2446490248|gb|ON637244.1|	gi|2446490248|gb|ON637244.1| Mus musculus transgenic K18-hACE2_PrlmnJ sequence	70497	40	40	100.0	42.55	0.06	1.67153e-09	74.9863
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	3769	3767	99.95	34.97	46.5	0.0	6950.06
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	1011	1011	100.0	9.38	12.47	0.0	1868.08
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	815	813	99.75	7.56	10.06	0.0	1495.06
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	799	799	100.0	7.41	9.86	0.0	1476.59
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	632	632	100.0	5.86	7.8	0.0	1168.2
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	169	169	100.0	1.57	2.09	5.8189e-79	313.204
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	200	184	92.0	1.86	2.47	5.90182e-69	279.964
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	200	184	92.0	1.86	2.47	5.90182e-69	279.964
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	141	141	100.0	1.31	1.74	2.13774e-63	261.498
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	50	50	100.0	0.46	0.62	8.25232e-13	93.4528
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	48	48	100.0	0.45	0.59	1.06751e-11	89.7595
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	46	45	97.83	0.43	0.57	6.42473e-09	80.5262
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	42	42	100.0	0.39	0.52	2.31074e-08	78.6796
Base_seq_21	10777	gi|77819879|gb|DQ230322.1|	gi|77819879|gb|DQ230322.1| Shuttle vector pMQ51, complete sequence	8105	29	29	100.0	0.27	0.36	0.389414	54.6731
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	3766	3764	99.95	34.94	44.22	0.0	6944.52
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	1011	1011	100.0	9.38	11.87	0.0	1868.08
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	809	809	100.0	7.51	9.5	0.0	1495.06
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	802	801	99.88	7.44	9.42	0.0	1476.59
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	632	632	100.0	5.86	7.42	0.0	1168.2
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	325	324	99.69	3.02	3.82	1.85569e-163	593.895
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	169	169	100.0	1.57	1.98	5.8189e-79	313.204
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	203	186	91.63	1.88	2.38	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	203	186	91.63	1.88	2.38	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	141	141	100.0	1.31	1.66	2.13774e-63	261.498
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	53	53	100.0	0.49	0.62	1.77372e-14	98.9927
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	53	53	100.0	0.49	0.62	1.77372e-14	98.9927
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	51	51	100.0	0.47	0.6	2.29445e-13	95.2994
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	48	48	100.0	0.45	0.56	1.06751e-11	89.7595
Base_seq_21	10777	gi|2004088327|gb|MT321294.1|	gi|2004088327|gb|MT321294.1| Vector pRS425_DbD27, complete sequence	8517	29	29	100.0	0.27	0.34	0.389414	54.6731
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	3766	3764	99.95	34.94	44.41	0.0	6944.52
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	1011	1011	100.0	9.38	11.92	0.0	1868.08
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	809	809	100.0	7.51	9.54	0.0	1495.06
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	802	801	99.88	7.44	9.46	0.0	1476.59
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	632	632	100.0	5.86	7.45	0.0	1168.2
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	325	324	99.69	3.02	3.83	1.85569e-163	593.895
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	169	169	100.0	1.57	1.99	5.8189e-79	313.204
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	203	186	91.63	1.88	2.39	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	203	186	91.63	1.88	2.39	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	141	141	100.0	1.31	1.66	2.13774e-63	261.498
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	53	53	100.0	0.49	0.62	1.77372e-14	98.9927
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	53	53	100.0	0.49	0.62	1.77372e-14	98.9927
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	51	51	100.0	0.47	0.6	2.29445e-13	95.2994
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	48	48	100.0	0.45	0.57	1.06751e-11	89.7595
Base_seq_21	10777	gi|2004088380|gb|MT321295.1|	gi|2004088380|gb|MT321295.1| Vector pRS425_OsD27, complete sequence	8481	29	29	100.0	0.27	0.34	0.389414	54.6731
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	3766	3764	99.95	34.94	23.43	0.0	6944.52
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	1011	1011	100.0	9.38	6.29	0.0	1868.08
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	815	813	99.75	7.56	5.07	0.0	1495.06
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	799	799	100.0	7.41	4.97	0.0	1476.59
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	632	632	100.0	5.86	3.93	0.0	1168.2
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	169	169	100.0	1.57	1.05	5.8189e-79	313.204
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	200	184	92.0	1.86	1.24	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	200	184	92.0	1.86	1.24	5.90182e-69	279.964
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	141	141	100.0	1.31	0.88	2.13774e-63	261.498
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	51	51	100.0	0.47	0.32	2.29445e-13	95.2994
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	48	48	100.0	0.45	0.3	1.06751e-11	89.7595
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	48	48	100.0	0.45	0.3	1.06751e-11	89.7595
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	48	48	100.0	0.45	0.3	1.06751e-11	89.7595
Base_seq_21	10777	gi|2004088471|gb|MT321297.1|	gi|2004088471|gb|MT321297.1| Vector pRS425_YPRCtau3-CrtE-CrtI-CrtYB, complete sequence	16072	29	29	100.0	0.27	0.18	0.389414	54.6731
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	3766	3764	99.95	34.94	49.89	0.0	6944.52
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	1011	1011	100.0	9.38	13.39	0.0	1868.08
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	815	812	99.63	7.56	10.8	0.0	1489.52
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	799	798	99.87	7.41	10.59	0.0	1471.05
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	632	631	99.84	5.86	8.37	0.0	1162.66
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	325	324	99.69	3.02	4.31	1.85569e-163	593.895
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	169	169	100.0	1.57	2.24	5.8189e-79	313.204
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	200	184	92.0	1.86	2.65	5.90182e-69	279.964
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	200	184	92.0	1.86	2.65	5.90182e-69	279.964
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	141	141	100.0	1.31	1.87	2.13774e-63	261.498
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	50	50	100.0	0.46	0.66	8.25232e-13	93.4528
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	48	48	100.0	0.45	0.64	1.06751e-11	89.7595
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	33	33	100.0	0.31	0.44	0.00232715	62.0597
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	33	33	100.0	0.31	0.44	0.00232715	62.0597
Base_seq_21	10777	gi|1540839317|gb|MK178577.1|	gi|1540839317|gb|MK178577.1| Synthetic construct plasmid pUB1392, complete sequence	7548	29	29	100.0	0.27	0.38	0.389414	54.6731
Base_seq_22	218	gi|1140311306|gb|KX357892.1|	gi|1140311306|gb|KX357892.1| Cloning vector pAc5.1B_FN_su(ur), complete sequence	8245	125	123	98.4	57.34	1.52	2.22538e-52	219.025
Base_seq_22	218	gi|407027787|dbj|AB750364.1|	gi|407027787|dbj|AB750364.1| Drosophila transfection vector pact-MCS DNA, complete sequence	6398	125	123	98.4	57.34	1.95	2.22538e-52	219.025
Base_seq_22	218	gi|7546|emb|X15730.1|	gi|7546|emb|X15730.1| Drosophila melanogaster DNA actin 5C gene 5'-region	2452	125	123	98.4	57.34	5.1	2.22538e-52	219.025
Base_seq_22	218	gi|2165229716|gb|OL312690.1|	gi|2165229716|gb|OL312690.1| Cloning vector pLib6.4-Aaeg_763, complete sequence	7578	121	120	99.17	55.5	1.6	8.00388e-52	217.178
Base_seq_22	218	gi|2165229863|gb|OL312691.1|	gi|2165229863|gb|OL312691.1| Cloning vector pLib6.4B-Aaeg_763, complete sequence	7578	121	120	99.17	55.5	1.6	8.00388e-52	217.178
Base_seq_23	3795	gi|685505691|gb|KM229380.1|	gi|685505691|gb|KM229380.1| Cloning vector pCOLA-AraC-pBAD-TetR-LVA-UmuD-SP6RNAP, complete sequence	7058	1722	1722	100.0	45.38	24.4	0.0	3181.05
Base_seq_23	3795	gi|685505691|gb|KM229380.1|	gi|685505691|gb|KM229380.1| Cloning vector pCOLA-AraC-pBAD-TetR-LVA-UmuD-SP6RNAP, complete sequence	7058	80	79	98.75	2.11	1.13	2.82652e-28	143.312
Base_seq_23	3795	gi|685505691|gb|KM229380.1|	gi|685505691|gb|KM229380.1| Cloning vector pCOLA-AraC-pBAD-TetR-LVA-UmuD-SP6RNAP, complete sequence	7058	72	72	100.0	1.9	1.02	1.70113e-25	134.079
Base_seq_23	3795	gi|685505691|gb|KM229380.1|	gi|685505691|gb|KM229380.1| Cloning vector pCOLA-AraC-pBAD-TetR-LVA-UmuD-SP6RNAP, complete sequence	7058	49	49	100.0	1.29	0.69	1.0384e-12	91.6061
Base_seq_23	3795	gi|685505691|gb|KM229380.1|	gi|685505691|gb|KM229380.1| Cloning vector pCOLA-AraC-pBAD-TetR-LVA-UmuD-SP6RNAP, complete sequence	7058	49	49	100.0	1.29	0.69	1.0384e-12	91.6061
Base_seq_23	3795	gi|692464025|gb|KM261835.1|	gi|692464025|gb|KM261835.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-TetR-LVA, complet	5537	1722	1722	100.0	45.38	31.1	0.0	3181.05
Base_seq_23	3795	gi|692464025|gb|KM261835.1|	gi|692464025|gb|KM261835.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-TetR-LVA, complet	5537	80	79	98.75	2.11	1.44	2.82652e-28	143.312
Base_seq_23	3795	gi|692464025|gb|KM261835.1|	gi|692464025|gb|KM261835.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-TetR-LVA, complet	5537	72	72	100.0	1.9	1.3	1.70113e-25	134.079
Base_seq_23	3795	gi|692464025|gb|KM261835.1|	gi|692464025|gb|KM261835.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-TetR-LVA, complet	5537	49	49	100.0	1.29	0.88	1.0384e-12	91.6061
Base_seq_23	3795	gi|692464025|gb|KM261835.1|	gi|692464025|gb|KM261835.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-TetR-LVA, complet	5537	49	49	100.0	1.29	0.88	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463997|gb|KM261833.1|	gi|692463997|gb|KM261833.1| Synthetic vector pCOLA-AraC-pBAD-UmuD-T7_RNAP(1-514)-NpuN, complete sequ	5565	1722	1722	100.0	45.38	30.94	0.0	3181.05
Base_seq_23	3795	gi|692463997|gb|KM261833.1|	gi|692463997|gb|KM261833.1| Synthetic vector pCOLA-AraC-pBAD-UmuD-T7_RNAP(1-514)-NpuN, complete sequ	5565	80	79	98.75	2.11	1.44	2.82652e-28	143.312
Base_seq_23	3795	gi|692463997|gb|KM261833.1|	gi|692463997|gb|KM261833.1| Synthetic vector pCOLA-AraC-pBAD-UmuD-T7_RNAP(1-514)-NpuN, complete sequ	5565	72	72	100.0	1.9	1.29	1.70113e-25	134.079
Base_seq_23	3795	gi|692463997|gb|KM261833.1|	gi|692463997|gb|KM261833.1| Synthetic vector pCOLA-AraC-pBAD-UmuD-T7_RNAP(1-514)-NpuN, complete sequ	5565	49	49	100.0	1.29	0.88	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463997|gb|KM261833.1|	gi|692463997|gb|KM261833.1| Synthetic vector pCOLA-AraC-pBAD-UmuD-T7_RNAP(1-514)-NpuN, complete sequ	5565	49	49	100.0	1.29	0.88	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463983|gb|KM261832.1|	gi|692463983|gb|KM261832.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884), complete sequenc	4833	1722	1722	100.0	45.38	35.63	0.0	3181.05
Base_seq_23	3795	gi|692463983|gb|KM261832.1|	gi|692463983|gb|KM261832.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884), complete sequenc	4833	80	79	98.75	2.11	1.66	2.82652e-28	143.312
Base_seq_23	3795	gi|692463983|gb|KM261832.1|	gi|692463983|gb|KM261832.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884), complete sequenc	4833	72	72	100.0	1.9	1.49	1.70113e-25	134.079
Base_seq_23	3795	gi|692463983|gb|KM261832.1|	gi|692463983|gb|KM261832.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884), complete sequenc	4833	49	49	100.0	1.29	1.01	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463983|gb|KM261832.1|	gi|692463983|gb|KM261832.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884), complete sequenc	4833	49	49	100.0	1.29	1.01	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463912|gb|KM261828.1|	gi|692463912|gb|KM261828.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-UmuD-T7RNAP(1-514	6824	1722	1722	100.0	45.38	25.23	0.0	3181.05
Base_seq_23	3795	gi|692463912|gb|KM261828.1|	gi|692463912|gb|KM261828.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-UmuD-T7RNAP(1-514	6824	80	79	98.75	2.11	1.17	2.82652e-28	143.312
Base_seq_23	3795	gi|692463912|gb|KM261828.1|	gi|692463912|gb|KM261828.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-UmuD-T7RNAP(1-514	6824	72	72	100.0	1.9	1.06	1.70113e-25	134.079
Base_seq_23	3795	gi|692463912|gb|KM261828.1|	gi|692463912|gb|KM261828.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-UmuD-T7RNAP(1-514	6824	49	49	100.0	1.29	0.72	1.0384e-12	91.6061
Base_seq_23	3795	gi|692463912|gb|KM261828.1|	gi|692463912|gb|KM261828.1| Synthetic vector pCOLA-AraC-pBAD-SspC-T7_RNAP(515-884)-UmuD-T7RNAP(1-514	6824	49	49	100.0	1.29	0.72	1.0384e-12	91.6061
Base_seq_24	2670	gi|1545825645|dbj|LC417349.1|	gi|1545825645|dbj|LC417349.1| Expression vector pInSRT-GFP DNA, complete sequence	5506	768	756	98.44	28.76	13.95	0.0	1345.48
Base_seq_24	2670	gi|570291483|gb|KF844243.1|	gi|570291483|gb|KF844243.1| Gene trap vector pDB783, complete sequence	6888	735	733	99.73	27.53	10.67	0.0	1345.48
Base_seq_24	2670	gi|570291483|gb|KF844243.1|	gi|570291483|gb|KF844243.1| Gene trap vector pDB783, complete sequence	6888	47	47	100.0	1.76	0.68	9.41392e-12	87.9128
Base_seq_24	2670	gi|2621607755|gb|OR333978.1|	gi|2621607755|gb|OR333978.1| Synthetic construct clone BAC20, complete sequence	149807	727	727	100.0	27.23	0.49	0.0	1343.63
Base_seq_24	2670	gi|1770262804|gb|MK733609.1|	gi|1770262804|gb|MK733609.1| Human gammaherpesvirus 8 transgenic clone BAC16, complete genome	154483	727	727	100.0	27.23	0.47	0.0	1343.63
Base_seq_24	2670	gi|2621607668|gb|OR333977.1|	gi|2621607668|gb|OR333977.1| Synthetic construct clone BAC52, complete sequence	148684	727	727	100.0	27.23	0.49	0.0	1343.63
